,AFG,AGO,ALB,ARE,ARG,ARM,ATG,AUS,AUT,AZE,BDI,BEL,BEN,BFA,BGD,BGR,BHS,BIH,BLR,BLZ,BOL,BRA,BRB,BTN,BWA,CAF,CAN,CHE,CHL,CHN,CIV,CMR,COD,COG,COL,COM,CPV,CRI,CUB,CYP,CZE,DEU,DJI,DMA,DNK,DOM,DZA,ECU,EGY,ESP,ETH,FIN,FJI,FRA,FSM,GAB,GBR,GEO,GHA,GIN,GMB,GNB,GRC,GRD,GTM,GUY,HND,HRV,HTI,HUN,IDN,IND,IRL,IRN,IRQ,ISL,ISR,ITA,JAM,JOR,JPN,KAZ,KEN,KGZ,KHM,KOR,KWT,LAO,LBN,LBR,LBY,LCA,LKA,LSO,LTU,LUX,LVA,MAR,MDA,MDG,MDV,MEX,MHL,MKD,MLI,MMR,MNE,MNG,MOZ,MRT,MUS,MWI,MYS,NAM,NER,NGA,NIC,NLD,NOR,NPL,NZL,OMN,PAK,PAN,PER,PHL,PLW,PNG,POL,PRK,PRT,PRY,PSE,ROU,RUS,RWA,SAU,SDN,SEN,SLB,SLE,SLV,SOM,SRB,SSD,STP,SUR,SVK,SVN,SWE,SWZ,SYC,SYR,TCD,TGO,THA,TJK,TLS,TON,TTO,TUN,TUR,TUV,TZA,UGA,UKR,URY,USA,UZB,VCT,VEN,VNM,VUT,WSM,YEM,ZAF,ZMB,ZWE,AB9,HKG,MAC,REU,TWN,XKX
2018-11,53672.0,0.0,0.0,0.0,2399.0,0.0,0.0,9330.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.0,0.0,0.0,0.0,63061.0,450.0,0.0,0.0,67449.0,0.0,0.0,47000.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,216.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3925.0,0.0,0.0,0.0,0.0,0.0,16402.0,250141.0,0.0,0.0,34809.0,0.0,0.0,1300.0,0.0,0.0,0.0,0.0,3120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70000.0,2800.0,0.0,1055.0,194.0,0.0,0.0,107.0,1518.0,0.0,0.0,1786.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,487989.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5170.0,0.0,11044.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,238960.0,0.0,0.0,0.0,102025.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-12,40607.0,0.0,0.0,0.0,0.0,0.0,0.0,240.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,0.0,0.0,0.0,0.0,37644.0,0.0,0.0,0.0,15757.0,0.0,392.0,0.0,0.0,0.0,0.0,0.0,0.0,520.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,158.0,0.0,0.0,97160.0,0.0,0.0,42.0,0.0,0.0,0.0,0.0,5000.0,0.0,0.0,0.0,0.0,0.0,4086.0,0.0,0.0,0.0,0.0,0.0,52100.0,31600.0,0.0,0.0,5558.0,0.0,80.0,600.0,0.0,0.0,0.0,0.0,456.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,144.0,0.0,0.0,10.0,0.0,0.0,0.0,174.0,3940.0,0.0,0.0,464.0,0.0,0.0,2517.0,3254.0,0.0,0.0,8448.0,0.0,0.0,0.0,0.0,11.0,0.0,18.0,0.0,0.0,169.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16000.0,0.0,940.0,0.0,0.0,249.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23480.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2041.0,0.0,0.0,0.0,22885.0,315.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-01,19757.0,0.0,0.0,0.0,11167.0,0.0,0.0,368.0,63.0,0.0,467.0,0.0,0.0,28000.0,0.0,0.0,0.0,0.0,0.0,0.0,10155.0,0.0,0.0,0.0,0.0,36913.0,40.0,0.0,391.0,77.0,0.0,1823.0,53125.0,0.0,1637.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1778.0,0.0,0.0,0.0,2000.0,0.0,2327.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15927.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017.0,0.0,1254.0,0.0,0.0,3280.0,8595.0,0.0,0.0,517.0,0.0,82.0,176.0,2918.0,0.0,1255.0,9031.0,0.0,0.0,144.0,0.0,0.0,0.0,56.0,0.0,379.0,662495.0,0.0,118.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1971.0,0.0,0.0,2500.0,0.0,0.0,0.0,3557.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4903.0,0.0,0.0,31665.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5481.0,1011.0,0.0,0.0,0.0,561.0,0.0,0.0,0.0,159.0,0.0,800.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-02,7.0,4890.0,0.0,0.0,0.0,0.0,0.0,1160.0,0.0,136.0,0.0,0.0,0.0,0.0,42.0,0.0,0.0,100.0,0.0,0.0,1010.0,700.0,0.0,0.0,0.0,17184.0,35.0,0.0,1904.0,400.0,0.0,147.0,60398.0,0.0,4696.0,0.0,0.0,0.0,9916.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,123.0,0.0,0.0,9.0,0.0,95.0,10.0,0.0,0.0,0.0,0.0,800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12214.0,1107.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,285.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,38.0,0.0,0.0,0.0,4016.0,0.0,0.0,22.0,0.0,0.0,859.0,100.0,0.0,0.0,18730.0,0.0,0.0,0.0,0.0,512.0,0.0,791.0,0.0,3085.0,693623.0,0.0,414.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.0,2600.0,0.0,0.0,0.0,0.0,0.0,0.0,12041.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10700.0,1952.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,980.0,0.0,0.0,2963.0,0.0,0.0,0.0,176.0,1000.0,0.0,0.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-03,46302.0,277.0,0.0,0.0,0.0,0.0,0.0,2400.0,0.0,0.0,447.0,0.0,0.0,12.0,1470.0,0.0,0.0,0.0,0.0,0.0,564.0,0.0,0.0,0.0,0.0,5782.0,250.0,0.0,378.0,9488.0,0.0,583.0,41508.0,0.0,1650.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,781.0,0.0,0.0,71293.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,4412.0,0.0,0.0,0.0,0.0,0.0,11964.0,0.0,86.0,0.0,6.0,0.0,30398.0,50000.0,0.0,0.0,0.0,0.0,0.0,54.0,0.0,46.0,0.0,0.0,637.0,455.0,664.0,0.0,0.0,0.0,0.0,0.0,445.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500.0,0.0,2120.0,0.0,0.0,104604.0,9780.0,0.0,0.0,400000.0,0.0,408.0,188874.0,293.0,0.0,3970.0,9388.0,0.0,0.0,0.0,3870.0,8.0,0.0,16805.0,0.0,724.0,14784.0,0.0,418.0,0.0,0.0,0.0,9270.0,0.0,0.0,0.0,5021.0,0.0,6000.0,0.0,0.0,0.0,0.0,141.0,0.0,46202.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60759.0,8625.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,1545.0,554.0,5.0,0.0,11853.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64000.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-04,90845.0,0.0,0.0,100.0,6640.0,0.0,0.0,0.0,0.0,0.0,74.0,0.0,0.0,25302.0,0.0,0.0,0.0,0.0,0.0,0.0,74246.0,4825.0,0.0,0.0,0.0,4649.0,1115.0,0.0,0.0,22190.0,0.0,792.0,452.0,0.0,3918.0,48949.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,320.0,8602.0,0.0,67.0,48.0,0.0,0.0,5.0,0.0,1200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35724.0,6599.0,0.0,0.0,37252.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,975.0,0.0,320.0,4011.0,0.0,0.0,0.0,0.0,50.0,0.0,2863.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1056.0,0.0,0.0,215.0,108.0,0.0,0.0,23760.0,0.0,0.0,8.0,0.0,0.0,20373.0,22435.0,0.0,0.0,326.0,0.0,0.0,0.0,30.0,0.0,0.0,15214.0,0.0,0.0,0.0,0.0,0.0,13977.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14250.0,3192.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,900.0,2.0,0.0,2517.0,0.0,0.0,0.0,130.0,0.0,0.0,38748.0,1300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-05,1820.0,0.0,0.0,0.0,700.0,0.0,0.0,0.0,0.0,0.0,128.0,0.0,0.0,0.0,1600800.0,0.0,0.0,15.0,0.0,0.0,778.0,2856.0,0.0,0.0,0.0,12640.0,11561.0,0.0,4.0,8469.0,396.0,2947.0,753.0,0.0,1247.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1032.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2175.0,20018.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2781.0,2270739.0,0.0,0.0,4056.0,0.0,500.0,0.0,0.0,0.0,5.0,0.0,487.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0,0.0,0.0,646.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,0.0,0.0,13869.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,205.0,4319.0,17769.0,0.0,939.0,0.0,0.0,0.0,55410.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9666.0,0.0,42210.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29669.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,288.0,0.0,0.0,838.0,0.0,0.0,5950.0,0.0,0.0,0.0,789.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-06,9669.0,0.0,245.0,0.0,268.0,0.0,0.0,131.0,0.0,0.0,0.0,0.0,0.0,0.0,153.0,0.0,0.0,159.0,0.0,0.0,0.0,239683.0,0.0,0.0,0.0,10.0,11000.0,10.0,231.0,474601.0,0.0,30.0,211000.0,0.0,13428.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,298.0,0.0,592.0,197957.0,0.0,0.0,175.0,0.0,0.0,100.0,0.0,0.0,0.0,3958.0,414.0,0.0,0.0,1206.0,0.0,0.0,0.0,2069.0,114.0,14921.0,270906.0,0.0,0.0,325.0,0.0,0.0,0.0,0.0,0.0,1639.0,0.0,398.0,0.0,18.0,0.0,0.0,0.0,0.0,269.0,4980.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,639.0,0.0,0.0,30048.0,1600.0,0.0,13.0,0.0,0.0,0.0,0.0,1104.0,0.0,70307.0,70413.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,62991.0,0.0,0.0,0.0,0.0,9.0,53747.0,0.0,460.0,0.0,0.0,0.0,17647.0,0.0,0.0,0.0,0.0,1405.0,457.0,33483.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7415.0,0.0,0.0,4811.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,1511.0,7.0,10123.0,8994.0,0.0,0.0,0.0,187.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-07,24000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6100.0,192600.0,0.0,0.0,0.0,0.0,0.0,0.0,7593.0,0.0,0.0,0.0,500.0,10.0,0.0,0.0,830957.0,0.0,1600.0,0.0,0.0,1430.0,0.0,0.0,94.0,0.0,0.0,0.0,650.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26900.0,0.0,0.0,209.0,0.0,0.0,0.0,0.0,521.0,0.0,0.0,0.0,2300.0,0.0,92.0,0.0,0.0,0.0,57.0,0.0,54114.0,1033.0,0.0,200.0,0.0,0.0,0.0,170.0,0.0,0.0,8681.0,0.0,156.0,315.0,23.0,33.0,0.0,0.0,0.0,0.0,148707.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1732.0,0.0,0.0,20654.0,84042.0,0.0,0.0,0.0,0.0,0.0,0.0,1713.0,0.0,1888.0,3035.0,0.0,0.0,0.0,97481.0,0.0,0.0,323.0,0.0,1196.0,52252.0,0.0,20375.0,0.0,0.0,0.0,0.0,0.0,0.0,11076.0,0.0,0.0,22132.0,0.0,0.0,0.0,0.0,15360.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500000.0,0.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1960.0,2.0,0.0,5331.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-08,2433.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,562.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,296.0,102.0,0.0,0.0,805.0,200.0,0.0,0.0,2240662.0,0.0,5430.0,800.0,0.0,2254.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21006.0,18302.0,0.0,0.0,22.0,0.0,0.0,1400.0,0.0,228.0,0.0,0.0,0.0,200.0,26.0,2235.0,0.0,0.0,0.0,895.0,0.0,4074.0,3255577.0,0.0,0.0,0.0,0.0,0.0,146.0,0.0,0.0,12620.0,0.0,998.0,0.0,9398.0,92.0,0.0,0.0,0.0,330.0,21653.0,25.0,0.0,0.0,0.0,192.0,0.0,200.0,0.0,0.0,0.0,840.0,0.0,0.0,5653.0,265335.0,0.0,0.0,108.0,0.0,0.0,0.0,71.0,0.0,3446.0,117291.0,0.0,0.0,0.0,104.0,8.0,0.0,26988.0,0.0,0.0,97274.0,0.0,2758.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41399.0,0.0,0.0,5318.0,0.0,9.0,0.0,118193.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1206000.0,7170.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,490.0,10.0,0.0,9767.0,0.0,0.0,0.0,22525.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-09,58754.0,0.0,0.0,0.0,103.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,75484.0,0.0,0.0,70000.0,0.0,0.0,0.0,716.0,255.0,0.0,0.0,0.0,35091.0,421.0,0.0,0.0,30443.0,14.0,0.0,48395.0,0.0,0.0,0.0,0.0,175.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4908.0,2.0,60.0,0.0,5956.0,77000.0,0.0,0.0,172.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,233631.0,124117.0,0.0,0.0,2000.0,0.0,0.0,0.0,0.0,0.0,4572.0,0.0,780.0,0.0,53263.0,57.0,0.0,102416.0,0.0,0.0,33959.0,0.0,46604.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,4402.0,0.0,0.0,0.0,3700.0,0.0,0.0,3147.0,6630.0,0.0,0.0,87.0,0.0,68346.0,34547.0,0.0,0.0,0.0,336.0,19.0,750.0,10852.0,0.0,0.0,19413.0,0.0,0.0,0.0,6362.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,228338.0,0.0,4.0,0.0,22.0,47.0,0.0,71589.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8394.0,0.0,28885.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,2465.0,4.0,0.0,457310.0,0.0,0.0,80.0,10934.0,0.0,0.0,0.0,1015.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-10,35069.0,0.0,0.0,100.0,5300.0,0.0,0.0,143.0,0.0,0.0,236.0,0.0,0.0,19004.0,244.0,0.0,0.0,0.0,0.0,0.0,0.0,18779.0,0.0,0.0,0.0,500.0,6028.0,0.0,0.0,3618.0,722.0,25012.0,329096.0,50000.0,11319.0,0.0,0.0,83.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,147740.0,0.0,20.0,680.0,0.0,0.0,136.0,0.0,2967.0,18.0,0.0,0.0,0.0,0.0,8020.0,0.0,300.0,0.0,65.0,0.0,30892.0,12401.0,0.0,604.0,652.0,0.0,0.0,178.0,0.0,0.0,237008.0,0.0,24981.0,0.0,0.0,1546.0,0.0,0.0,200.0,0.0,0.0,0.0,1661.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,252.0,5961.0,0.0,0.0,6233.0,369.0,0.0,0.0,132.0,0.0,0.0,0.0,4195.0,0.0,23011.0,36480.0,19.0,0.0,0.0,0.0,0.0,329.0,1142.0,0.0,156.0,29992.0,0.0,0.0,0.0,0.0,53.0,315.0,75.0,0.0,59.0,0.0,16.0,2031.0,6158.0,0.0,0.0,1850.0,334155.0,0.0,429931.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1468.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024.0,0.0,1445.0,4860.0,0.0,611.0,388948.0,0.0,0.0,0.0,86.0,0.0,0.0,401414.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-11,433766.0,500.0,0.0,20.0,147.0,0.0,0.0,283.0,209.0,0.0,496.0,10.0,0.0,12.0,2106918.0,0.0,3000.0,0.0,0.0,0.0,0.0,12233.0,0.0,0.0,0.0,60481.0,985.0,0.0,150.0,935.0,10.0,2230.0,89263.0,0.0,5650.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,5000.0,0.0,0.0,0.0,0.0,26.0,0.0,17654.0,57000.0,0.0,0.0,4095.0,0.0,0.0,3123.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5037.0,0.0,0.0,0.0,114.0,0.0,3790.0,189064.0,0.0,13653.0,419.0,0.0,54.0,882.0,0.0,0.0,0.0,0.0,19500.0,0.0,6173.0,0.0,0.0,124.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,548.0,0.0,5723.0,200.0,0.0,19569.0,3113.0,0.0,0.0,406.0,0.0,49.0,0.0,1029.0,0.0,964.0,33923.0,490.0,0.0,0.0,78.0,0.0,0.0,4.0,32.0,55.0,105443.0,0.0,479.0,0.0,0.0,0.0,0.0,244.0,0.0,52.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,27778.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,222392.0,912.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,882.0,16.0,114.0,19194.0,0.0,0.0,0.0,20000.0,0.0,0.0,18651.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-12,32635.0,60.0,0.0,0.0,0.0,0.0,0.0,2298.0,0.0,0.0,9968.0,0.0,185.0,0.0,0.0,0.0,14000.0,0.0,0.0,0.0,0.0,3414.0,0.0,0.0,0.0,0.0,330.0,0.0,735.0,60.0,0.0,16595.0,35165.0,3002.0,10101.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,104.0,55000.0,0.0,2500.0,886.0,0.0,0.0,575.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3535.0,0.0,0.0,0.0,0.0,0.0,47619.0,520.0,0.0,0.0,325.0,0.0,0.0,616.0,0.0,0.0,0.0,0.0,505.0,0.0,0.0,0.0,0.0,0.0,1342.0,0.0,1600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2300.0,0.0,570.0,0.0,0.0,2534.0,6190.0,0.0,0.0,3497.0,0.0,335.0,103.0,51636.0,0.0,7670.0,172.0,0.0,0.0,0.0,0.0,135.0,0.0,1217.0,0.0,309.0,2066340.0,0.0,0.0,0.0,0.0,566.0,0.0,205.0,0.0,0.0,6478.0,0.0,5700.0,0.0,0.0,0.0,0.0,14500.0,0.0,4490.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2850.0,1700.0,0.0,642.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,957.0,57417.0,0.0,2100.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,9817.0,319.0,1252.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01,36491.0,1518.0,0.0,600.0,722.0,0.0,0.0,82002.0,0.0,0.0,13765.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,164.0,105000.0,0.0,0.0,0.0,36264.0,170.0,0.0,117.0,8000.0,200.0,7990.0,211909.0,8.0,4203.0,0.0,0.0,632.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,500.0,2000.0,0.0,3215.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4084.0,0.0,0.0,0.0,0.0,0.0,415260.0,56.0,0.0,0.0,0.0,0.0,11.0,7.0,0.0,0.0,0.0,0.0,1552.0,254.0,0.0,0.0,0.0,0.0,0.0,0.0,13408.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17857.0,0.0,800.0,0.0,0.0,11957.0,2453.0,0.0,0.0,14322.0,0.0,51.0,0.0,212.0,0.0,2371.0,7206.0,77.0,0.0,0.0,0.0,4.0,18.0,16270.0,0.0,281.0,512379.0,0.0,181.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,41227.0,0.0,0.0,0.0,0.0,0.0,0.0,27344.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,350000.0,7279.0,0.0,0.0,0.0,77.0,0.0,0.0,0.0,317.0,200.0,288.0,118.0,0.0,2.0,91.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,640.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02,36750.0,9935.0,0.0,0.0,1541.0,0.0,0.0,13011.0,0.0,0.0,24321.0,0.0,0.0,150000.0,0.0,0.0,0.0,0.0,0.0,0.0,1149.0,22293.0,0.0,0.0,0.0,27499.0,95.0,0.0,2619.0,200.0,0.0,12651.0,434094.0,0.0,2886.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,325.0,0.0,1420.0,7200.0,0.0,0.0,0.0,0.0,0.0,818.0,0.0,200.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60271.0,380.0,5.0,30204.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23000.0,3530.0,0.0,0.0,0.0,0.0,0.0,231.0,0.0,765.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10630.0,8645.0,0.0,0.0,2188.0,0.0,0.0,1845.0,50.0,0.0,6123.0,8294.0,0.0,0.0,0.0,0.0,2667.0,0.0,25.0,0.0,3359.0,855.0,0.0,0.0,0.0,0.0,0.0,5.0,64.0,0.0,0.0,60.0,0.0,37659.0,0.0,0.0,0.0,0.0,0.0,0.0,16179.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4405.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29448.0,0.0,0.0,666.0,0.0,0.0,2317.0,0.0,0.0,0.0,0.0,0.0,0.0,32500.0,257.0,559.0,148.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-03,115398.0,11241.0,0.0,0.0,131.0,0.0,0.0,0.0,0.0,0.0,1746.0,0.0,0.0,60000.0,0.0,0.0,0.0,0.0,0.0,0.0,12130.0,15870.0,0.0,0.0,0.0,26133.0,0.0,0.0,0.0,0.0,10.0,2477.0,171754.0,0.0,4233.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39200.0,0.0,0.0,51.0,0.0,10.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11910.0,0.0,885.0,200.0,8.0,0.0,7826.0,658.0,0.0,300.0,975.0,10.0,2000.0,14.0,0.0,138.0,1.0,0.0,386.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4650.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,1043.0,0.0,0.0,24058.0,29708.0,0.0,0.0,24210.0,0.0,62.0,0.0,18.0,200.0,19947.0,3437.0,0.0,0.0,0.0,0.0,0.0,0.0,291.0,0.0,1049.0,9753.0,0.0,752.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,4210.0,0.0,1909.0,0.0,11.0,0.0,0.0,64000.0,0.0,80884.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,960000.0,26353.0,0.0,0.0,0.0,1064.0,0.0,0.0,0.0,0.0,0.0,16742.0,141.0,0.0,0.0,2204.0,0.0,0.0,0.0,1296.0,0.0,0.0,51321.0,0.0,1500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
